time,current price,day high,day low
2023-09-28 15:01:51,417.75,428.95,417.75
2023-09-28 15:02:10,417.75,428.95,417.75
2023-09-28 15:05:07,418.50,428.95,417.75
2023-09-28 15:24:30,420.05,428.95,417.75
2023-09-28 15:24:50,420.05,428.95,417.75
2023-09-28 15:29:27,420.65,428.95,417.75
2023-09-28 15:29:51,420.65,428.95,417.75
2023-09-28 15:38:53,420.65,428.95,417.75
2023-09-28 15:39:14,420.65,428.95,417.75
2023-09-28 18:46:41,419.40,428.95,417.75
2023-09-28 18:46:50,419.40,428.95,417.75
2023-09-29 10:10:15,421.35,424.90,421.05
2023-09-29 10:10:15,421.35,424.90,421.05
