time,current price,day high,day low
2023-09-28 15:01:51,437.70,443.75,435.05
2023-09-28 15:02:10,437.70,443.75,435.05
2023-09-28 15:05:09,437.70,443.75,435.05
2023-09-28 15:24:30,439.30,443.75,435.05
2023-09-28 15:24:51,439.30,443.75,435.05
2023-09-28 15:29:28,439.95,443.75,435.05
2023-09-28 15:29:51,439.95,443.75,435.05
2023-09-28 15:38:54,439.95,443.75,435.05
2023-09-28 15:39:17,439.95,443.75,435.05
2023-09-28 18:46:41,438.50,443.75,435.05
2023-09-28 18:46:50,438.50,443.75,435.05
2023-09-29 10:10:16,439.50,442.00,435.05
2023-09-29 10:10:16,439.50,442.00,435.05
