time,current price,day high,day low
2023-09-28 15:01:52,1029.40,1037.55,1025.20
2023-09-28 15:02:11,1029.40,1037.55,1025.20
2023-09-28 15:05:10,1029.00,1037.55,1025.20
2023-09-28 15:24:31,1030.75,1037.55,1025.20
2023-09-28 15:24:52,1030.75,1037.55,1025.20
2023-09-28 15:29:29,1028.15,1037.55,1025.20
2023-09-28 15:29:53,1028.15,1037.55,1025.20
2023-09-28 15:38:55,1029.05,1037.55,1025.20
2023-09-28 15:39:22,1029.05,1037.55,1025.20
2023-09-28 15:41:24,1029.05,1037.55,1025.20
2023-09-28 15:41:27,1029.05,1037.55,1025.20
2023-09-28 18:46:42,1031.25,1037.55,1025.20
2023-09-28 18:46:55,1031.25,1037.55,1025.20
2023-09-29 10:10:17,1029.10,1031.95,1024.60
2023-09-29 10:10:17,1029.10,1031.95,1024.60
