time,current price,day high,day low
2023-09-28 15:01:24,615.00,623.40,607.00
2023-09-28 15:01:43,614.60,623.40,607.00
2023-09-28 15:04:32,614.60,623.40,607.00
2023-09-28 15:24:01,613.05,623.40,607.00
2023-09-28 15:24:22,613.05,623.40,607.00
2023-09-28 15:28:58,615.25,623.40,607.00
2023-09-28 15:29:21,615.25,623.40,607.00
2023-09-28 15:37:14,616.00,623.40,607.00
2023-09-28 15:37:30,616.00,623.40,607.00
2023-09-28 15:40:28,616.00,623.40,607.00
2023-09-28 15:40:36,616.00,623.40,607.00
2023-09-28 16:12:44,616.00,623.40,607.00
2023-09-28 16:12:56,616.00,623.40,607.00
2023-09-28 16:14:52,616.00,623.40,607.00
2023-09-28 16:15:03,616.00,623.40,607.00
2023-09-28 18:45:40,613.95,623.40,607.00
2023-09-28 18:45:48,613.95,623.40,607.00
2023-09-28 18:49:39,613.95,623.40,607.00
2023-09-29 10:09:16,615.45,638.00,614.00
2023-09-29 10:09:17,615.45,638.00,614.00
