time,current price,day high,day low
2023-09-28 15:01:48,1302.90,1317.00,1302.85
2023-09-28 15:02:07,1302.90,1317.00,1302.85
2023-09-28 15:05:03,1302.90,1317.00,1302.85
2023-09-28 15:24:27,1301.45,1317.00,1299.05
2023-09-28 15:24:48,1301.45,1317.00,1299.05
2023-09-28 15:29:24,1301.45,1317.00,1299.05
2023-09-28 15:29:47,1301.45,1317.00,1299.05
2023-09-28 15:38:48,1311.30,1317.00,1299.05
2023-09-28 15:38:57,1311.30,1317.00,1299.05
2023-09-28 15:41:15,1311.30,1317.00,1299.05
2023-09-28 15:41:20,1311.30,1317.00,1299.05
2023-09-28 18:46:32,1301.60,1317.00,1299.05
2023-09-28 18:46:46,1301.60,1317.00,1299.05
2023-09-29 10:10:10,1309.60,1310.40,1308.25
2023-09-29 10:10:10,1309.60,1310.40,1308.25
