time,current price,day high,day low
2023-09-28 15:01:34,33.70,33.70,33.70
2023-09-28 15:01:54,33.70,33.70,33.70
2023-09-28 15:04:47,33.70,33.70,33.70
2023-09-28 15:24:12,33.70,33.70,33.70
2023-09-28 15:24:34,33.70,33.70,33.70
2023-09-28 15:29:09,33.70,33.70,33.70
2023-09-28 15:29:32,33.70,33.70,33.70
2023-09-28 15:37:44,33.70,33.70,33.70
2023-09-28 15:38:30,33.70,33.70,33.70
2023-09-28 15:40:47,33.70,33.70,33.70
2023-09-28 15:40:59,33.70,33.70,33.70
2023-09-28 16:13:05,33.70,33.70,33.70
2023-09-28 16:15:18,33.70,33.70,33.70
2023-09-28 18:45:57,33.70,33.70,33.70
2023-09-28 18:46:10,33.70,33.70,33.70
2023-09-28 18:49:55,33.70,33.70,33.70
2023-09-29 10:09:41,33.70,33.70,33.70
2023-09-29 10:09:41,33.70,33.70,33.70
