time,current price,day high,day low
2023-09-28 15:01:36,218.65,224.00,217.25
2023-09-28 15:01:55,218.65,224.00,217.25
2023-09-28 15:04:50,219.40,224.00,217.25
2023-09-28 15:24:13,218.80,224.00,217.25
2023-09-28 15:24:35,218.80,224.00,217.25
2023-09-28 15:29:10,219.05,224.00,217.25
2023-09-28 15:29:34,219.05,224.00,217.25
2023-09-28 15:37:51,219.25,224.00,217.25
2023-09-28 15:38:34,219.25,224.00,217.25
2023-09-28 15:40:53,219.25,224.00,217.25
2023-09-28 15:41:02,219.25,224.00,217.25
2023-09-28 16:15:23,219.25,224.00,217.25
2023-09-28 18:46:03,218.25,224.00,217.25
2023-09-28 18:46:16,218.25,224.00,217.25
2023-09-28 18:49:59,218.25,224.00,217.25
2023-09-29 10:09:45,220.35,222.50,219.10
2023-09-29 10:09:45,220.35,222.50,219.10
