time,current price,day high,day low
2023-09-28 15:01:36,95.85,100.70,95.85
2023-09-28 15:01:56,95.85,100.70,95.85
2023-09-28 15:04:50,95.85,100.70,95.85
2023-09-28 15:24:14,96.10,100.70,95.85
2023-09-28 15:24:36,96.10,100.70,95.85
2023-09-28 15:29:10,96.10,100.70,95.85
2023-09-28 15:29:33,96.10,100.70,95.85
2023-09-28 15:37:51,96.10,100.70,95.85
2023-09-28 15:38:34,96.10,100.70,95.85
2023-09-28 15:40:55,96.10,100.70,95.85
2023-09-28 15:41:03,96.10,100.70,95.85
2023-09-28 16:15:24,96.10,100.70,95.85
2023-09-28 18:46:03,97.20,100.70,95.85
2023-09-28 18:46:19,97.20,100.70,95.85
2023-09-28 18:49:59,97.20,100.70,95.85
2023-09-29 10:09:45,98.00,99.85,95.30
2023-09-29 10:09:47,98.00,99.85,95.30
