time,current price,day high,day low
2023-09-28 15:01:48,13.71,13.95,13.30
2023-09-28 15:02:07,13.71,13.95,13.30
2023-09-28 15:05:03,13.65,13.95,13.30
2023-09-28 15:24:26,13.55,13.95,13.30
2023-09-28 15:24:47,13.55,13.95,13.30
2023-09-28 15:29:24,13.69,13.95,13.30
2023-09-28 15:29:47,13.69,13.95,13.30
2023-09-28 15:38:45,13.69,13.95,13.30
2023-09-28 15:38:57,13.69,13.95,13.30
2023-09-28 18:46:30,13.67,13.95,13.30
2023-09-28 18:46:42,13.67,13.95,13.30
2023-09-29 10:10:10,13.85,14.00,12.50
2023-09-29 10:10:10,13.85,14.00,12.50
