time,current price,day high,day low
2023-09-28 15:01:50,73.85,75.00,73.22
2023-09-28 15:02:09,73.85,75.00,73.22
2023-09-28 15:05:06,73.85,75.00,73.22
2023-09-28 15:24:30,73.85,75.00,73.22
2023-09-28 15:24:50,73.85,75.00,73.22
2023-09-28 15:29:26,74.45,75.00,73.22
2023-09-28 15:29:49,74.45,75.00,73.22
2023-09-28 15:38:51,74.45,75.00,73.22
2023-09-28 15:39:07,74.45,75.00,73.22
2023-09-28 18:46:36,74.45,75.00,73.22
2023-09-28 18:46:49,74.45,75.00,73.22
2023-09-29 10:10:14,75.00,75.00,73.21
2023-09-29 10:10:14,75.00,75.00,73.21
