time,current price,day high,day low
2023-09-28 15:01:24,23.16,23.16,22.32
2023-09-28 15:01:43,23.16,23.16,22.32
2023-09-28 15:04:32,23.16,23.16,22.32
2023-09-28 15:24:01,23.16,23.16,22.32
2023-09-28 15:24:22,23.16,23.16,22.32
2023-09-28 15:28:57,23.16,23.16,22.32
2023-09-28 15:29:21,23.16,23.16,22.32
2023-09-28 15:37:13,23.16,23.16,22.32
2023-09-28 15:37:32,23.16,23.16,22.32
2023-09-28 15:40:28,23.16,23.16,22.32
2023-09-28 15:40:36,23.16,23.16,22.32
2023-09-28 16:12:43,23.16,23.16,22.32
2023-09-28 16:12:56,23.16,23.16,22.32
2023-09-28 16:14:51,23.16,23.16,22.32
2023-09-28 16:15:02,23.16,23.16,22.32
2023-09-28 18:45:39,23.16,23.16,22.32
2023-09-28 18:45:47,23.16,23.16,22.32
2023-09-28 18:49:39,23.16,23.16,22.32
2023-09-29 10:09:15,23.16,23.16,22.32
2023-09-29 10:09:16,23.16,23.16,22.32
