time,current price,day high,day low
2023-09-28 15:01:52,82.00,84.00,81.75
2023-09-28 15:02:11,82.00,84.00,81.75
2023-09-28 15:05:09,81.86,84.00,81.75
2023-09-28 15:24:31,81.50,84.00,81.40
2023-09-28 15:24:51,81.50,84.00,81.40
2023-09-28 15:29:28,81.58,84.00,81.00
2023-09-28 15:29:52,81.58,84.00,81.00
2023-09-28 15:38:55,81.58,84.00,81.00
2023-09-28 15:39:21,81.58,84.00,81.00
2023-09-28 18:46:42,81.41,84.00,81.00
2023-09-28 18:46:53,81.41,84.00,81.00
2023-09-29 10:10:16,82.00,82.80,81.30
2023-09-29 10:10:17,82.00,82.80,81.30
