time,current price,day high,day low
2023-09-28 15:01:31,11.70,11.70,11.70
2023-09-28 15:01:49,11.70,11.70,11.70
2023-09-28 15:04:42,11.70,11.70,11.70
2023-09-28 15:24:08,11.70,11.70,11.70
2023-09-28 15:24:29,11.70,11.70,11.70
2023-09-28 15:29:04,11.70,11.70,11.70
2023-09-28 15:29:27,11.70,11.70,11.70
2023-09-28 15:37:30,11.70,11.70,11.70
2023-09-28 15:38:11,11.70,11.70,11.70
2023-09-28 15:40:39,11.70,11.70,11.70
2023-09-28 15:40:50,11.70,11.70,11.70
2023-09-28 16:12:54,11.70,11.70,11.70
2023-09-28 16:15:04,11.70,11.70,11.70
2023-09-28 16:15:22,11.70,11.70,11.70
2023-09-28 18:45:50,11.70,11.70,11.70
2023-09-28 18:45:58,11.70,11.70,11.70
2023-09-28 18:49:48,11.70,11.70,11.70
2023-09-29 10:09:28,11.70,11.70,11.70
2023-09-29 10:09:28,11.70,11.70,11.70
