time,current price,day high,day low
2023-09-28 15:01:30,3508.00,3530.85,3441.95
2023-09-28 15:01:47,3508.00,3530.85,3441.95
2023-09-28 15:04:40,3505.95,3530.85,3441.95
2023-09-28 15:24:07,3501.25,3530.85,3441.95
2023-09-28 15:24:28,3501.25,3530.85,3441.95
2023-09-28 15:29:02,3498.20,3530.85,3441.95
2023-09-28 15:29:26,3498.20,3530.85,3441.95
2023-09-28 15:37:25,3481.00,3530.85,3441.95
2023-09-28 15:37:48,3481.00,3530.85,3441.95
2023-09-28 15:40:36,3481.00,3530.85,3441.95
2023-09-28 15:40:46,3481.00,3530.85,3441.95
2023-09-28 16:12:51,3481.00,3530.85,3441.95
2023-09-28 16:13:10,3481.00,3530.85,3441.95
2023-09-28 16:15:00,3481.00,3530.85,3441.95
2023-09-28 16:15:18,3481.00,3530.85,3441.95
2023-09-28 18:45:48,3503.80,3530.85,3441.95
2023-09-28 18:45:56,3503.80,3530.85,3441.95
2023-09-28 18:49:47,3503.80,3530.85,3441.95
2023-09-29 10:09:25,3504.00,3539.90,3476.35
2023-09-29 10:09:26,3504.00,3539.90,3476.35
