time,current price,day high,day low
2023-09-28 15:01:45,207.50,209.20,205.10
2023-09-28 15:02:05,207.50,209.20,205.10
2023-09-28 15:05:00,207.50,209.20,205.10
2023-09-28 15:24:24,207.50,209.20,205.10
2023-09-28 15:24:45,207.50,209.20,205.10
2023-09-28 15:29:21,207.50,209.20,205.10
2023-09-28 15:29:44,207.50,209.20,205.10
2023-09-28 15:38:38,208.15,209.20,205.10
2023-09-28 15:38:51,208.15,209.20,205.10
2023-09-28 15:41:09,208.15,209.20,205.10
2023-09-28 15:41:16,208.15,209.20,205.10
2023-09-28 18:46:25,207.55,209.20,205.10
2023-09-28 18:46:36,207.55,209.20,205.10
2023-09-29 10:10:06,209.90,212.95,208.05
2023-09-29 10:10:06,209.90,212.95,208.05
