time,current price,day high,day low
2023-09-28 15:01:52,13.05,13.30,12.75
2023-09-28 15:02:10,13.05,13.30,12.75
2023-09-28 15:05:09,13.05,13.30,12.75
2023-09-28 15:24:31,13.05,13.30,12.75
2023-09-28 15:24:51,13.05,13.30,12.75
2023-09-28 15:29:28,12.85,13.30,12.75
2023-09-28 15:29:51,12.85,13.30,12.75
2023-09-28 15:38:55,12.85,13.30,12.75
2023-09-28 15:39:17,12.85,13.30,12.75
2023-09-28 15:41:22,12.85,13.30,12.75
2023-09-28 15:41:26,12.85,13.30,12.75
2023-09-28 18:46:41,12.94,13.30,12.75
2023-09-28 18:46:52,12.94,13.30,12.75
2023-09-29 10:10:16,13.05,13.10,12.80
2023-09-29 10:10:16,13.05,13.10,12.80
