time,current price,day high,day low
2023-09-28 15:01:22,69.62,69.62,69.62
2023-09-28 15:01:40,69.62,69.62,69.62
2023-09-28 15:04:30,69.62,69.62,69.62
2023-09-28 15:23:59,69.62,69.62,69.62
2023-09-28 15:24:18,69.62,69.62,69.62
2023-09-28 15:28:55,69.62,69.62,69.62
2023-09-28 15:29:18,69.62,69.62,69.62
2023-09-28 15:37:10,69.62,69.62,69.62
2023-09-28 15:37:23,69.62,69.62,69.62
2023-09-28 15:40:24,69.62,69.62,69.62
2023-09-28 15:40:33,69.62,69.62,69.62
2023-09-28 16:12:39,69.62,69.62,69.62
2023-09-28 16:12:52,69.62,69.62,69.62
2023-09-28 16:14:47,69.62,69.62,69.62
2023-09-28 16:14:57,69.62,69.62,69.62
2023-09-28 18:45:36,69.62,69.62,69.62
2023-09-28 18:45:44,69.62,69.62,69.62
2023-09-28 18:49:36,69.62,69.62,69.62
2023-09-29 10:09:11,69.62,69.62,69.62
2023-09-29 10:09:14,69.62,69.62,69.62
