time,current price,day high,day low
2023-09-28 15:01:54,32.34,33.30,31.61
2023-09-28 15:02:13,32.34,33.30,31.61
2023-09-28 15:05:11,32.14,33.30,31.61
2023-09-28 15:24:33,32.09,33.30,31.61
2023-09-28 15:24:53,32.09,33.30,31.61
2023-09-28 15:29:30,32.09,33.30,31.61
2023-09-28 15:29:54,32.09,33.30,31.61
2023-09-28 15:39:06,32.09,33.30,31.61
2023-09-28 15:39:25,32.09,33.30,31.61
2023-09-28 18:46:48,32.03,33.30,31.61
2023-09-28 18:47:01,32.03,33.30,31.61
2023-09-29 10:10:20,32.26,32.67,32.00
2023-09-29 10:10:20,32.26,32.67,32.00
