time,current price,day high,day low
2023-09-28 15:01:56,352.80,364.90,347.55
2023-09-28 15:02:15,352.80,364.90,347.55
2023-09-28 15:05:15,352.80,364.90,347.55
2023-09-28 15:24:35,344.30,364.90,344.30
2023-09-28 15:24:55,344.30,364.90,344.30
2023-09-28 15:29:32,348.70,364.90,342.50
2023-09-28 15:29:56,348.70,364.90,342.50
2023-09-28 15:39:16,348.70,364.90,342.50
2023-09-28 15:39:28,348.70,364.90,342.50
2023-09-28 18:46:51,346.65,364.90,342.50
2023-09-28 18:47:07,346.65,364.90,342.50
2023-09-29 10:10:23,354.95,355.00,348.50
2023-09-29 10:10:23,354.95,355.00,348.50
