time,current price,day high,day low
2023-09-28 15:01:58,5290.65,5308.00,5269.15
2023-09-28 15:02:17,5290.65,5308.00,5269.15
2023-09-28 15:05:17,5290.65,5308.00,5269.15
2023-09-28 15:24:37,5314.50,5314.50,5269.15
2023-09-28 15:24:58,5314.50,5314.50,5269.15
2023-09-28 15:29:34,5281.60,5314.50,5269.15
2023-09-28 15:29:58,5281.60,5314.50,5269.15
2023-09-28 15:39:24,5281.60,5314.50,5269.15
2023-09-28 15:39:31,5281.60,5314.50,5269.15
2023-09-28 18:47:00,5297.20,5314.50,5269.15
2023-09-28 18:47:15,5297.20,5314.50,5269.15
