time,current price,day high,day low
2023-09-28 15:01:53,4.54,4.73,4.45
2023-09-28 15:02:12,4.54,4.73,4.45
2023-09-28 15:05:11,4.54,4.73,4.45
2023-09-28 15:24:33,4.54,4.73,4.45
2023-09-28 15:24:53,4.54,4.73,4.45
2023-09-28 15:29:29,4.50,4.73,4.45
2023-09-28 15:29:54,4.50,4.73,4.45
2023-09-28 15:38:57,4.50,4.73,4.45
2023-09-28 15:39:23,4.50,4.73,4.45
2023-09-28 15:41:25,4.50,4.73,4.45
2023-09-28 15:41:29,4.50,4.73,4.45
2023-09-28 18:46:45,4.52,4.73,4.45
2023-09-28 18:47:01,4.52,4.73,4.45
2023-09-29 10:10:19,4.58,4.61,4.44
2023-09-29 10:10:19,4.58,4.61,4.44
