time,current price,day high,day low
2023-09-28 15:01:36,120.05,123.00,119.45
2023-09-28 15:01:56,120.05,123.00,119.45
2023-09-28 15:04:50,119.60,123.00,119.45
2023-09-28 15:24:14,118.95,123.00,118.40
2023-09-28 15:24:36,118.95,123.00,118.40
2023-09-28 15:29:12,119.15,123.00,118.40
2023-09-28 15:29:35,119.15,123.00,118.40
2023-09-28 15:38:12,119.15,123.00,118.40
2023-09-28 15:38:35,119.15,123.00,118.40
2023-09-28 15:40:56,119.15,123.00,118.40
2023-09-28 15:41:03,119.15,123.00,118.40
2023-09-28 18:46:04,119.40,123.00,118.40
2023-09-28 18:46:20,119.40,123.00,118.40
2023-09-28 18:50:02,119.40,123.00,118.40
2023-09-29 10:09:45,118.65,120.55,117.05
2023-09-29 10:09:47,118.65,120.55,117.05
