time,current price,day high,day low
2023-09-28 15:01:59,2333.65,2367.95,2310.65
2023-09-28 15:02:18,2333.65,2367.95,2310.65
2023-09-28 15:05:19,2325.35,2367.95,2310.65
2023-09-28 15:24:38,2317.00,2367.95,2310.65
2023-09-28 15:24:59,2317.00,2367.95,2310.65
2023-09-28 15:29:35,2325.30,2367.95,2310.40
2023-09-28 15:29:59,2325.30,2367.95,2310.40
2023-09-28 15:39:26,2325.30,2367.95,2310.40
2023-09-28 15:39:33,2325.30,2367.95,2310.40
2023-09-28 18:47:04,2322.20,2367.95,2310.40
2023-09-28 18:47:18,2322.20,2367.95,2310.40
