time,current price,day high,day low
2023-09-28 15:01:54,85.30,85.30,85.30
2023-09-28 15:02:13,85.30,85.30,85.30
2023-09-28 15:05:12,85.30,85.30,85.30
2023-09-28 15:24:33,85.30,85.30,85.30
2023-09-28 15:24:53,85.30,85.30,85.30
2023-09-28 15:29:30,85.30,85.30,85.30
2023-09-28 15:29:54,85.30,85.30,85.30
2023-09-28 15:39:00,85.30,85.30,85.30
2023-09-28 15:39:24,85.30,85.30,85.30
2023-09-28 15:41:27,85.30,85.30,85.30
2023-09-28 15:41:31,85.30,85.30,85.30
2023-09-28 18:46:46,85.30,85.30,85.30
2023-09-28 18:47:01,85.30,85.30,85.30
2023-09-29 10:10:20,85.30,85.30,85.30
2023-09-29 10:10:20,85.30,85.30,85.30
