time,current price,day high,day low
2023-09-28 15:01:23,25.60,28.20,25.60
2023-09-28 15:01:42,25.60,28.20,25.60
2023-09-28 15:04:32,25.60,28.20,25.60
2023-09-28 15:24:01,25.60,28.20,25.60
2023-09-28 15:24:21,25.60,28.20,25.60
2023-09-28 15:28:57,25.60,28.20,25.60
2023-09-28 15:29:20,25.60,28.20,25.60
2023-09-28 15:37:13,25.60,28.20,25.60
2023-09-28 15:37:31,25.60,28.20,25.60
2023-09-28 15:40:27,25.60,28.20,25.60
2023-09-28 15:40:36,25.60,28.20,25.60
2023-09-28 16:12:41,25.60,28.20,25.60
2023-09-28 16:12:55,25.60,28.20,25.60
2023-09-28 16:14:50,25.60,28.20,25.60
2023-09-28 16:15:00,25.60,28.20,25.60
2023-09-28 18:45:38,25.60,28.20,25.60
2023-09-28 18:45:47,25.60,28.20,25.60
2023-09-28 18:49:38,25.60,28.20,25.60
2023-09-29 10:09:14,25.60,28.20,25.60
2023-09-29 10:09:16,25.60,28.20,25.60
