time,current price,day high,day low
2023-09-28 15:01:41,25.00,25.80,24.00
2023-09-28 15:02:00,25.00,25.80,24.00
2023-09-28 15:04:55,25.00,25.80,24.00
2023-09-28 15:24:19,25.00,25.80,24.00
2023-09-28 15:24:41,25.00,25.80,24.00
2023-09-28 15:29:17,25.39,25.80,24.00
2023-09-28 15:29:40,25.39,25.80,24.00
2023-09-28 15:38:31,25.39,25.80,24.00
2023-09-28 15:38:45,25.39,25.80,24.00
2023-09-28 15:41:03,25.39,25.80,24.00
2023-09-28 15:41:10,25.39,25.80,24.00
2023-09-28 18:46:16,24.94,25.80,24.00
2023-09-28 18:46:28,24.94,25.80,24.00
2023-09-28 18:50:10,24.94,25.80,24.00
2023-09-29 10:09:57,25.49,25.50,25.49
2023-09-29 10:09:57,25.49,25.50,25.49
