time,current price,day high,day low
2023-09-28 15:01:35,616.50,628.95,613.05
2023-09-28 15:01:55,616.50,628.95,613.05
2023-09-28 15:04:49,615.60,628.95,613.05
2023-09-28 15:24:13,612.55,628.95,612.00
2023-09-28 15:24:35,612.55,628.95,612.00
2023-09-28 15:29:10,615.65,628.95,612.00
2023-09-28 15:29:33,615.65,628.95,612.00
2023-09-28 15:37:48,615.00,628.95,612.00
2023-09-28 15:38:33,615.00,628.95,612.00
2023-09-28 15:40:52,615.00,628.95,612.00
2023-09-28 15:41:02,615.00,628.95,612.00
2023-09-28 16:13:08,615.00,628.95,612.00
2023-09-28 16:15:23,615.00,628.95,612.00
2023-09-28 18:46:02,614.15,628.95,612.00
2023-09-28 18:46:15,614.15,628.95,612.00
2023-09-28 18:49:58,614.15,628.95,612.00
2023-09-29 10:09:44,618.95,624.55,615.25
2023-09-29 10:09:45,618.95,624.55,615.25
